"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1990-05","1990","05","","","","","","","","","","","104.6","","0.0","","104.6","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1990-06","1990","06","","","","","","","","","","","76.2","","0.0","","76.2","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1990-07","1990","07","","","","","","","","","","","57.7","","0.0","","57.7","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1990-08","1990","08","","","","","","","","","","","89.0","E","0.0","","89.0","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1990-09","1990","09","","","","","","","","","","","80.8","","0.0","","80.8","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1990-10","1990","10","","","","","","","","","","","90.0","","0.0","","90.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1990-11","1990","11","","","","","","","","","","","49.4","","0.0","T","49.4","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1990-12","1990","12","","","","","","","","","","","99.7","E","21.8","","121.5","E","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1991-01","1991","01","","","","","","","","","","","11.6","","14.2","","25.8","","0","T","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1991-02","1991","02","","","","","","","","","","","8.9","","17.0","","25.9","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1991-03","1991","03","","","","","","","","","","","31.5","I","3.0","I","34.5","I","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1991-04","1991","04","","","","","","","","","","","131.9","","1.0","","132.9","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1991-05","1991","05","","","","","","","","","","","77.0","","0.0","","77.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1991-06","1991","06","","","","","","","","","","","25.5","","0.0","","25.5","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1991-07","1991","07","","","","","","","","","","","96.0","E","0.0","","96.0","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1991-08","1991","08","","","","","","","","","","","99.0","","0.0","","99.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1991-09","1991","09","","","","","","","","","","","97.2","","0.0","","97.2","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1991-10","1991","10","","","","","","","","","","","89.3","E","0.0","","89.3","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1991-11","1991","11","","","","","","","","","","","59.7","E","16.0","E","75.7","E","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1991-12","1991","12","","","","","","","","","","","23.9","","25.6","","49.5","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1992-01","1992","01","","","","","","","","","","","42.5","","22.0","E","64.5","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1992-02","1992","02","","","","","","","","","","","45.6","","7.5","","53.1","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1992-03","1992","03","","","","","","","","","","","23.4","","5.0","E","28.4","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1992-04","1992","04","","","","","","","","","","","90.3","","0.6","","90.9","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1992-05","1992","05","","","","","","","","","","","64.2","","0.0","","64.2","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1992-06","1992","06","","","","","","","","","","","33.9","","0.0","","33.9","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1992-07","1992","07","","","","","","","","","","","86.0","E","0.0","","86.0","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1992-08","1992","08","","","","","","","","","","","135.2","","0.0","","135.2","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1992-09","1992","09","","","","","","","","","","","108.1","","0.0","","108.1","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1992-10","1992","10","","","","","","","","","","","81.7","","0.0","","81.7","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1992-11","1992","11","","","","","","","","","","","106.4","E","7.1","","113.5","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1992-12","1992","12","","","","","","","","","","","29.7","","30.2","","59.9","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1993-01","1993","01","","","","","","","","","","","69.5","","30.4","E","99.9","E","10","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1993-02","1993","02","","","","","","","","","","","0.0","","42.1","","42.1","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1993-03","1993","03","","","","","","","","","","","19.3","E","31.7","","51.0","E","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1993-04","1993","04","","","","","","","","","","","73.5","E","2.0","","75.5","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1993-05","1993","05","","","","","","","","","","","72.8","","0.0","","72.8","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1993-06","1993","06","","","","","","","","","","","141.1","","0.0","","141.1","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1993-07","1993","07","","","","","","","","","","","66.3","","0.0","","66.3","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1993-08","1993","08","","","","","","","","","","","72.5","","0.0","","72.5","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1993-09","1993","09","","","","","","","","","","","80.8","","0.0","","80.8","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1993-10","1993","10","","","","","","","","","","","92.1","E","0.0","","92.1","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1993-11","1993","11","","","","","","","","","","","83.6","","2.0","","85.6","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1993-12","1993","12","","","","","","","","","","","40.1","","5.0","E","45.1","E","0","T","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1994-01","1994","01","","","","","","","","","","","24.0","E","73.2","E","97.2","E","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1994-02","1994","02","","","","","","","","","","","0.0","","28.0","E","28.0","E","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1994-03","1994","03","","","","","","","","","","","20.1","I","27.8","","47.9","I","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1994-04","1994","04","","","","","","","","","","","83.1","","12.1","","95.2","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1994-05","1994","05","","","","","","","","","","","123.3","","0.0","","123.3","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1994-06","1994","06","","","","","","","","","","","55.5","","0.0","","55.5","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1994-07","1994","07","","","","","","","","","","","49.6","E","0.0","","49.6","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1994-08","1994","08","","","","","","","","","","","63.3","","0.0","","63.3","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1994-09","1994","09","","","","","","","","","","","57.5","","0.0","","57.5","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1994-10","1994","10","","","","","","","","","","","27.0","","0.0","","27.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1994-11","1994","11","","","","","","","","","","","78.2","","4.0","","82.2","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1994-12","1994","12","","","","","","","","","","","39.4","","31.8","E","71.2","E","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1995-01","1995","01","","","","","","","","","","","117.6","","32.6","","150.2","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1995-02","1995","02","","","","","","","","","","","3.0","I","5.0","I","8.0","I","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1995-03","1995","03","","","","","","","","","","","37.2","","4.9","","42.1","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1995-04","1995","04","","","","","","","","","","","69.0","","3.0","","72.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1995-05","1995","05","","","","","","","","","","","75.7","","0.0","","75.7","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1995-06","1995","06","","","","","","","","","","","27.4","","0.0","","27.4","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1995-07","1995","07","","","","","","","","","","","57.5","","0.0","","57.5","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1995-08","1995","08","","","","","","","","","","","121.2","","0.0","","121.2","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1995-09","1995","09","","","","","","","","","","","51.6","E","0.0","","51.6","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1995-10","1995","10","","","","","","","","","","","133.0","","0.0","","133.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1995-11","1995","11","","","","","","","","","","","99.2","","25.9","E","125.1","E","0","T","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1995-12","1995","12","","","","","","","","","","","7.9","","28.0","E","35.9","E","2","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1996-01","1996","01","","","","","","","","","","","77.4","","21.2","","98.6","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1996-02","1996","02","","","","","","","","","","","41.4","","11.1","E","52.5","E","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1996-03","1996","03","","","","","","","","","","","12.8","E","38.5","E","51.3","E","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1996-04","1996","04","","","","","","","","","","","80.7","E","20.2","","100.9","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1996-05","1996","05","","","","","","","","","","","92.8","","0.0","","92.8","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1996-06","1996","06","","","","","","","","","","","106.9","","0.0","","106.9","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1996-07","1996","07","","","","","","","","","","","119.1","","0.0","","119.1","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1996-08","1996","08","","","","","","","","","","","58.4","E","0.0","","58.4","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1996-09","1996","09","","","","","","","","","","","189.0","","0.0","","189.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1996-10","1996","10","","","","","","","","","","","84.7","","0.0","","84.7","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1996-11","1996","11","","","","","","","","","","","28.8","","8.0","E","36.8","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1996-12","1996","12","","","","","","","","","","","88.7","","27.2","E","115.9","E","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01","1997","01","","","","","","","","","","","28.1","I","28.8","I","56.9","I","2","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02","1997","02","","","","","","","","","","","80.1","","30.2","E","110.3","E","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03","1997","03","","","","","","","","","","","34.9","","35.2","","70.1","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04","1997","04","","","","","","","","","","","29.2","","2.0","","31.2","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-05","1997","05","","","","","","","","","","","70.6","E","0.0","","70.6","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-06","1997","06","","","","","","","","","","","50.6","E","0.0","","50.6","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-07","1997","07","","","","","","","","","","","36.6","","0.0","","36.6","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-08","1997","08","","","","","","","","","","","116.6","E","0.0","","116.6","E","0","","","","",""
