"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.67","TORONTO","6158350","1969-05-01 00:00","1969","05","01","00:00"
"-79.40","43.67","TORONTO","6158350","1969-05-01 01:00","1969","05","01","01:00"
"-79.40","43.67","TORONTO","6158350","1969-05-01 02:00","1969","05","01","02:00"
"-79.40","43.67","TORONTO","6158350","1969-05-01 03:00","1969","05","01","03:00"
"-79.40","43.67","TORONTO","6158350","1969-05-01 04:00","1969","05","01","04:00"
"-79.40","43.67","TORONTO","6158350","1969-05-01 05:00","1969","05","01","05:00"
"-79.40","43.67","TORONTO","6158350","1969-05-01 06:00","1969","05","01","06:00","6.1","","-3.9","","48","","","","","","","","","","","","","","Clear"
"-79.40","43.67","TORONTO","6158350","1969-05-01 07:00","1969","05","01","07:00","7.2","","-3.3","","46","","","","0","","16.1","","101.11","","","","","","Clear"
"-79.40","43.67","TORONTO","6158350","1969-05-01 08:00","1969","05","01","08:00","10.6","","-2.2","","41","","","","","","","","","","","","","","Clear"
"-79.40","43.67","TORONTO","6158350","1969-05-01 09:00","1969","05","01","09:00","12.2","","-1.1","","39","","","","","","","","","","","","","","Clear"
"-79.40","43.67","TORONTO","6158350","1969-05-01 10:00","1969","05","01","10:00","13.3","","-1.1","","37","","","","","","","","","","","","","","Clear"
"-79.40","43.67","TORONTO","6158350","1969-05-01 11:00","1969","05","01","11:00","14.4","","-0.6","","35","","","","","","","","","","","","","","Clear"
"-79.40","43.67","TORONTO","6158350","1969-05-01 12:00","1969","05","01","12:00","15.6","","-1.1","","32","","18","","14","","16.1","","101.12","","","","","","Clear"
"-79.40","43.67","TORONTO","6158350","1969-05-01 13:00","1969","05","01","13:00","15.6","","0.6","","36","","18","","16","","16.1","","101.10","","","","","","Clear"
"-79.40","43.67","TORONTO","6158350","1969-05-01 14:00","1969","05","01","14:00","15.6","","-1.7","","31","","","","","","","","","","","","","","Clear"
"-79.40","43.67","TORONTO","6158350","1969-05-01 15:00","1969","05","01","15:00","15.0","","-0.6","","35","","","","","","","","","","","","","","Mainly Clear"
"-79.40","43.67","TORONTO","6158350","1969-05-01 16:00","1969","05","01","16:00","15.0","","-0.6","","35","","","","","","","","","","","","","","Clear"
"-79.40","43.67","TORONTO","6158350","1969-05-01 17:00","1969","05","01","17:00","14.4","","-1.1","","34","","","","","","","","","","","","","","Clear"
"-79.40","43.67","TORONTO","6158350","1969-05-01 18:00","1969","05","01","18:00","13.3","","0.0","","40","","","","","","","","","","","","","","Clear"
"-79.40","43.67","TORONTO","6158350","1969-05-01 19:00","1969","05","01","19:00","13.3","","-3.3","","31","","16","","10","","24.1","","100.86","","","","","","Clear"
"-79.40","43.67","TORONTO","6158350","1969-05-01 20:00","1969","05","01","20:00"
"-79.40","43.67","TORONTO","6158350","1969-05-01 21:00","1969","05","01","21:00"
"-79.40","43.67","TORONTO","6158350","1969-05-01 22:00","1969","05","01","22:00"
"-79.40","43.67","TORONTO","6158350","1969-05-01 23:00","1969","05","01","23:00"
"-79.40","43.67","TORONTO","6158350","1969-05-02 00:00","1969","05","02","00:00"
"-79.40","43.67","TORONTO","6158350","1969-05-02 01:00","1969","05","02","01:00"
"-79.40","43.67","TORONTO","6158350","1969-05-02 02:00","1969","05","02","02:00"
"-79.40","43.67","TORONTO","6158350","1969-05-02 03:00","1969","05","02","03:00"
"-79.40","43.67","TORONTO","6158350","1969-05-02 04:00","1969","05","02","04:00"
"-79.40","43.67","TORONTO","6158350","1969-05-02 05:00","1969","05","02","05:00"
