,Actuals,0
4490,21.15,21.526064
4491,18.6,21.856554
4492,18.05,18.46092
4493,21.1,19.232893
4494,27.75,22.31712
4495,30.25,26.188318
4496,26.65,27.213873
4497,24.75,24.743937
4498,23.9,24.17572
4499,20.0,23.70281
4500,18.3,19.389559
4501,21.95,18.934671
4502,25.55,23.179647
4503,26.95,26.002901
4504,29.45,26.967424
4505,28.85,27.433296
4506,26.65,27.384533
4507,26.7,25.852953
4508,27.2,26.473534
4509,30.0,26.984388
4510,28.05,27.6248
4511,29.15,27.055162
4512,27.75,27.507826
4513,26.4,26.97671
4514,25.6,26.564383
4515,25.55,25.749178
4516,26.4,26.354162
4517,27.5,27.125378
4518,26.1,27.574492
4519,26.7,25.829737
4520,26.95,26.833908
4521,29.450000000000006,27.131466
4522,30.3,27.776356
4523,22.2,27.82635
4524,19.15,21.76145
4525,20.85,19.099691
4526,23.3,20.968384
4527,25.85,23.241335
4528,28.05,25.02479
4529,24.4,26.69373
4530,25.55,22.765566
4531,26.15,23.917036
4532,23.6,24.77045
4533,23.35,23.417376
4534,23.6,23.486828
4535,23.9,23.664732
4536,23.35,24.32123
4537,25.85,23.248419
4538,27.8,24.822916
4539,28.05,26.172115
4540,27.8,26.905619
4541,26.1,26.765095
4542,24.15,24.86638
4543,26.4,23.41924
4544,26.950000000000006,25.478346
4545,23.9,26.0463
4546,27.25,23.078932
4547,26.700000000000006,25.084919
4548,25.3,24.968596
4549,24.15,24.653635
4550,23.6,23.374775
4551,24.15,23.298971
4552,24.700000000000006,23.80496
4553,21.65,24.136652
4554,20.0,20.528967
4555,21.950000000000006,19.814247
4556,23.35,22.27579
4557,23.9,23.01811
4558,25.0,23.400774
4559,25.6,23.894703
4560,25.55,24.296745
4561,24.45,24.18212
4562,24.15,23.305475
4563,26.700000000000006,23.365221
4564,22.75,25.140514
4565,21.950000000000006,20.661787
4566,26.7,21.64137
4567,28.05,24.473764
4568,24.75,26.228125
4569,23.9,23.174486
4570,23.9,23.033422
4571,24.2,23.100939
4572,23.65,23.562086
4573,26.15,22.949667
4574,22.2,24.64285
4575,21.4,20.214853
4576,18.3,21.358389
4577,17.5,17.81718
4578,20.85,19.005024
4579,22.2,21.413519
4580,22.25,21.429234
4581,19.2,22.060686
4582,18.6,17.364878
4583,19.75,18.850248
4584,21.65,19.462618
4585,17.5,21.330408
4586,16.4,15.9072895
4587,19.75,16.545267
4588,20.0,19.6244
4589,16.4,18.718811
4590,15.55,15.823548
4591,17.2,15.373565
4592,21.1,17.312506
4593,20.55,20.508804
4594,18.1,18.448444
4595,16.1,17.047115
4596,16.4,15.1203985
4597,16.1,16.206718
4598,18.65,15.346409
4599,20.0,18.019035
4600,21.1,18.613323
4601,20.85,19.899778
4602,18.6,19.096836
4603,10.0,16.4523
4604,9.75,9.4543295
4605,12.2,11.619681
4606,15.3,12.502569
4607,11.65,15.409558
4608,9.45,11.2270975
4609,7.5,10.443023
4610,16.4,9.819117
4611,18.35,16.457808
4612,11.95,15.028262
4613,11.4,10.5109625
4614,14.15,11.40776
4615,17.5,14.304341
4616,16.4,16.679546
4617,13.85,13.32774
4618,14.15,11.651923
4619,15.25,13.134767
4620,14.15,14.516803
4621,14.75,12.73026
4622,16.1,12.817974
4623,16.65,14.6053095
4624,13.9,14.101827
4625,13.9,11.640639
4626,10.25,11.688781
4627,8.35,8.515073
4628,8.35,8.424963
4629,8.649999999999999,7.9322557
4630,7.5,9.097593
4631,7.25,7.7678614
4632,4.45,8.031597
4633,2.5,4.3360868
4634,2.2,3.8369431
4635,4.45,3.5090272
4636,6.949999999999998,5.763947
4637,9.2,6.7994146
4638,13.9,8.409796
4639,13.9,11.582155
4640,10.55,9.569612
4641,5.550000000000002,7.2722025
4642,4.45,5.375948
4643,5.55,5.5003405
4644,7.25,6.752885
4645,6.35,7.061245
4646,5.550000000000002,6.5192223
4647,7.5,6.094823
4648,8.05,7.5204544
4649,8.6,7.615795
4650,9.7,8.679323
4651,5.85,8.9133415
4652,2.5,5.1611156
4653,5.550000000000002,3.2180142
4654,3.35,7.0739975
4655,3.05,1.998936
4656,3.6,3.2509992
4657,5.55,3.4762921
4658,3.6,4.8136215
4659,8.05,2.3234022
4660,12.5,10.555314
4661,12.5,7.53461
4662,8.05,10.696947
4663,1.35,4.448408
4664,4.75,1.8707353
4665,8.35,6.8519773
4666,7.8,7.2752028
4667,10.85,6.322772
4668,9.7,9.125989
4669,4.15,6.289336
4670,5.0,3.3097332
4671,5.85,4.489993
4672,5.800000000000002,5.2217627
4673,6.95,5.891574
4674,5.25,6.8050327
4675,9.15,5.764207
4676,6.1000000000000005,9.438668
4677,5.0,5.1174355
4678,7.75,6.3489275
4679,2.75,7.678562
4680,3.65,2.869331
4681,2.5,4.2498016
4682,2.5,2.931584
4683,0.8499999999999999,3.2161984
4684,1.4,1.7974995
4685,0.8499999999999999,1.780664
4686,0.0,0.5308014
4687,-0.55,0.3555963
4688,0.5499999999999998,-0.4566965
4689,0.5500000000000003,0.31373525
4690,-2.5,0.31538463
4691,-2.2,-3.3912842
4692,0.8499999999999999,-0.33447528
4693,2.8,3.1043758
4694,4.45,5.484479
4695,5.0,5.301463
4696,5.3,5.8497972
4697,6.65,5.8423233
4698,6.3500000000000005,5.9791956
4699,5.3,5.911932
4700,6.95,6.010935
4701,8.05,6.695485
4702,8.3,6.559901
4703,2.5,7.3545246
4704,1.4,2.0228386
4705,3.9,2.9640336
4706,-1.1,3.4953055
4707,4.75,-1.3704565
4708,5.3,8.295638
4709,-1.65,0.33614683
4710,-6.699999999999998,-3.8314893
4711,-9.2,-6.901984
4712,-8.35,-6.6929274
4713,-7.5,-5.742509
4714,-6.1,-7.301944
4715,-3.05,-4.683241
4716,0.2500000000000001,-2.0891244
4717,5.800000000000002,3.6032672
4718,9.45,10.600406
4719,7.500000000000001,9.094105
4720,-2.5,-0.22788954
4721,-4.45,-4.478963
4722,-2.75,-3.1965334
4723,-3.05,-1.138067
4724,-1.1,-0.46861005
4725,1.1,0.92768335
4726,-1.65,1.1338769
4727,-0.8499999999999999,-0.118839025
4728,-3.05,-0.4746821
4729,-2.8,-2.1325223
4730,4.15,0.37493467
4731,4.45,4.5075912
4732,3.65,6.0991154
4733,4.2,5.0312376
4734,7.800000000000002,8.706366
4735,2.2,3.6416738
4736,-3.9,-1.9138243
4737,-3.3000000000000003,-3.745834
4738,5.0,-1.4328291
4739,-0.30000000000000004,1.5031724
4740,-1.65,-3.6632802
4741,-0.30000000000000004,-0.23917055
4742,3.9,1.5311344
4743,4.7,4.4931574
4744,3.6,5.111417
4745,4.2,5.103297
4746,5.25,5.7636127
4747,7.25,6.723258
4748,4.7,7.9956923
4749,1.9,3.636208
4750,1.35,2.6364703
4751,1.4,2.542748
4752,4.4,3.0169
4753,4.449999999999998,5.5924454
4754,1.95,4.107727
4755,2.5,2.5076966
4756,7.25,4.4563046
4757,6.1,6.399926
4758,8.3,6.437642
4759,10.0,9.037923
4760,7.199999999999998,9.082011
4761,1.65,5.907525
4762,3.6000000000000005,2.2264688
4763,2.5,3.9691606
4764,0.7999999999999999,1.7069025
4765,-0.2500000000000001,1.8338864
4766,3.35,1.3976694
4767,3.6,4.959389
4768,1.65,2.962782
4769,1.4,2.6484506
4770,3.9,3.9699957
4771,4.45,5.3690276
4772,3.3000000000000003,6.3012314
4773,7.25,5.613006
4774,6.949999999999998,8.570292
4775,6.699999999999998,4.411702
4776,8.600000000000001,7.7999077
4777,9.7,7.6592913
4778,9.45,9.95908
4779,9.75,8.314534
4780,3.35,9.695057
4781,4.2,4.155942
4782,6.15,5.2796454
4783,11.4,6.217122
4784,6.4,9.331594
4785,8.600000000000001,4.831255
4786,16.7,11.704842
4787,19.2,16.43701
4788,18.05,15.742892
4789,11.95,12.210863
4790,6.65,10.293574
4791,9.7,9.244427
4792,10.85,11.48436
4793,10.85,11.902631
4794,12.75,12.2980585
4795,17.25,13.992686
4796,12.8,15.219165
4797,17.25,11.392125
4798,10.85,12.304615
4799,7.800000000000002,9.72486
4800,8.9,9.539627
4801,8.35,10.480084
4802,13.65,10.680138
4803,13.35,13.728305
4804,14.7,12.472692
4805,15.3,13.884546
4806,15.6,15.506976
4807,12.5,14.554621
4808,15.3,12.671195
4809,14.45,15.071401
4810,15.8,13.31008
4811,14.15,14.595157
4812,14.75,13.282695
4813,12.8,13.700849
4814,14.2,13.288096
4815,17.2,14.721412
4816,15.0,17.496767
4817,16.1,14.381576
4818,20.55,14.801454
4819,18.6,19.74629
4820,15.85,15.041717
4821,10.8,14.53682
4822,10.85,12.563882
4823,15.85,13.858239
4824,21.4,16.263344
4825,18.3,20.238138
4826,15.8,15.183835
4827,13.9,14.13396
4828,20.25,13.933725
4829,25.0,20.155085
4830,20.3,25.53076
4831,22.25,17.662144
4832,12.75,17.803312
4833,9.7,12.866266
4834,13.9,13.193166
4835,16.7,15.507922
4836,16.65,18.030323
4837,21.1,17.140186
4838,27.200000000000006,20.546637
4839,28.05,25.59493
4840,27.5,26.326735
4841,25.85,25.800535
4842,22.25,23.391848
4843,18.9,19.834837
4844,18.85,18.521544
4845,18.05,19.147871
4846,16.1,18.480612
4847,19.45,17.515139
4848,21.95,20.172506
4849,18.9,20.939997
4850,22.25,19.003561
4851,21.35,22.141533
4852,16.700000000000006,19.619112
4853,16.95,17.914396
4854,21.4,18.622751
4855,22.5,22.1975
4856,24.75,21.47106
4857,23.35,23.901224
4858,20.0,21.24008
4859,21.7,20.105787
4860,22.8,22.102762
4861,23.6,22.548273
4862,26.1,23.73681
4863,28.3,25.723162
4864,27.8,26.880703
4865,26.35,26.491087
4866,26.4,25.254423
4867,26.1,25.987494
4868,25.0,25.695562
4869,26.4,24.81346
4870,23.6,26.370121
4871,25.0,22.953882
4872,25.55,25.0456
4873,27.25,25.448294
4874,28.3,27.11752
4875,29.45,27.520493
4876,29.45,27.785673
4877,27.25,27.84709
4878,27.200000000000006,26.807571
4879,26.65,27.215946
4880,26.65,26.750872
4881,22.5,27.10673
4882,23.3,22.346573
4883,27.75,24.487646
4884,30.0,27.412975
4885,29.7,27.893063
4886,31.1,27.948757
4887,31.950000000000006,28.008596
4888,31.950000000000006,28.01106
4889,30.55,28.04991
4890,28.05,28.041353
4891,26.95,27.61988
4892,26.700000000000006,27.29112
4893,24.15,27.051928
4894,18.9,24.183107
4895,23.3,18.981167
4896,24.450000000000006,24.143724
4897,23.35,23.511606
4898,25.0,23.239794
4899,23.85,24.347452
4900,23.85,23.289392
4901,21.65,23.960527
4902,23.85,21.3747
4903,22.8,24.3211
4904,22.8,22.737986
4905,21.15,23.117884
4906,22.8,20.731401
4907,23.9,23.363062
4908,24.15,23.067759
4909,26.35,23.429066
4910,24.700000000000006,24.791395
4911,22.75,22.927872
4912,24.450000000000006,22.179647
4913,22.5,23.601233
4914,19.700000000000006,21.280233
4915,20.3,19.390007
4916,22.8,20.524656
4917,23.35,22.58893
4918,22.2,22.58335
4919,22.5,21.611296
4920,25.55,22.268364
4921,27.200000000000006,24.053343
4922,23.65,25.287783
4923,24.75,21.642714
4924,22.5,23.398104
4925,23.05,20.886341
4926,24.45,23.146948
4927,26.15,23.339949
4928,25.85,24.650488
4929,24.2,24.024788
4930,25.25,23.017904
4931,26.4,24.070389
4932,26.4,24.907385
4933,25.55,25.077341
4934,23.9,24.12197
4935,23.05,22.957941
4936,22.25,22.641785
4937,18.05,21.98168
4938,20.85,17.06055
4939,23.05,21.415865
4940,18.35,21.885433
4941,25.3,17.882704
4942,30.3,23.82973
4943,25.85,26.414415
4944,20.0,22.753294
4945,15.8,17.355787
4946,16.7,14.818088
4947,18.05,17.6051
4948,14.15,17.976479
4949,16.4,15.037961
4950,19.200000000000006,17.7476
4951,20.85,18.869253
4952,20.55,20.250147
4953,16.4,18.95184
4954,14.45,14.807065
4955,15.55,14.237173
4956,16.95,15.876971
4957,18.05,16.77601
4958,17.25,17.644405
4959,18.05,16.200066
4960,18.05,17.54952
4961,18.6,16.744715
4962,21.4,17.71882
4963,23.05,20.35346
4964,21.4,21.047102
4965,24.45,19.47331
4966,21.1,22.125975
4967,19.700000000000006,17.5356
4968,20.0,18.477964
4969,15.8,17.883993
4970,14.2,14.295209
4971,15.25,13.708048
4972,17.8,14.79161
4973,18.9,17.030056
4974,15.8,17.465237
4975,15.0,14.333079
4976,16.95,14.068213
4977,16.35,16.251114
4978,19.450000000000006,14.712766
4979,16.4,17.431295
4980,14.45,13.525168
4981,13.6,12.953082
4982,14.45,12.1364975
4983,15.0,13.179685
4984,10.0,14.294254
4985,8.6,9.413438
4986,8.05,9.817248
4987,8.9,8.669628
4988,11.1,10.12533
4989,11.1,10.998647
4990,10.0,10.747367
4991,11.95,9.16578
4992,15.3,12.045428
4993,18.05,15.160764
4994,16.4,16.22717
4995,7.800000000000002,13.060218
4996,4.75,6.3377924
4997,8.9,5.674608
4998,12.75,10.341682
4999,12.25,11.195776
5000,7.2,10.319315
5001,6.65,5.742545
5002,11.4,7.589695
5003,8.899999999999997,11.201867
5004,5.3,8.080003
5005,1.15,5.7796626
5006,5.85,2.5686128
5007,10.3,11.472749
5008,11.4,10.311721
5009,13.1,11.557776
5010,14.45,12.091559
5011,6.4,9.947109
5012,3.35,4.1203256
5013,6.4,3.719237
5014,12.25,7.891925
5015,5.85,8.6848955
5016,-2.95,3.204946
5017,-1.6,-0.08457446
5018,4.45,1.9495893
5019,9.2,5.7207766
5020,0.35,6.6213303
5021,1.15,-0.3698728
5022,0.05000000000000005,1.0971912
5023,5.800000000000002,1.7656554
5024,7.2,7.6766853
5025,7.5,5.652686
5026,8.05,5.961759
5027,12.25,6.2075005
5028,9.75,9.340267
5029,2.5,4.380121
5030,-0.5,2.0595944
5031,1.7,-0.5579207
5032,0.8999999999999999,2.8074656
5033,-1.05,-1.2325685
5034,-2.95,-0.70247674
5035,-1.6,-0.8885908
5036,-2.2,0.036608458
5037,1.7000000000000002,-0.48946214
5038,-1.6,1.0163488
5039,-2.15,-1.8715546
5040,-1.0500000000000005,-0.57250476
5041,3.65,0.8525878
5042,8.35,6.1366568
5043,14.45,7.5951138
5044,18.9,12.927863
5045,11.7,14.209123
5046,1.1999999999999995,3.432034
5047,-3.8,-2.6452553
5048,0.6000000000000001,-1.1099193
5049,1.95,2.5984726
5050,7.5,5.332243
5051,6.95,7.960514
5052,1.15,3.721068
5053,-3.0,-0.03700614
5054,-1.85,-3.4559739
5055,-3.5500000000000003,0.0987792
5056,-10.2,-5.2987967
5057,-7.399999999999999,-7.18349
5058,0.8500000000000001,-4.7797556
5059,2.8500000000000005,2.3907971
5060,-11.3,-6.3697557
5061,-9.1,-8.058436
5062,-2.75,-4.2895412
5063,0.8999999999999999,0.42871737
5064,8.6,5.298216
5065,7.75,7.6614466
5066,6.699999999999998,5.6046395
5067,8.9,9.241452
5068,6.1000000000000005,5.159466
5069,3.9,5.036605
5070,3.65,4.324107
5071,1.7,3.3592296
5072,-0.5,1.604434
5073,3.65,0.5449221
5074,-6.05,-0.32994032
5075,-11.55,-6.640993
5076,-10.2,-7.371728
5077,-9.35,-6.423892
5078,-4.6,-5.1422825
5079,-3.55,-2.8461244
5080,0.3500000000000001,-2.149081
5081,-8.5,-1.0556881
5082,-7.4,-7.083765
5083,-4.9,-2.4427574
5084,0.05000000000000005,-0.10155916
5085,4.7,2.5053902
5086,8.6,5.1486235
5087,1.6999999999999995,5.23264
5088,-1.9,-1.91065
5089,-0.25,-0.45598674
5090,-3.0,-1.1784618
5091,-2.15,-0.9553976
5092,-3.8,-1.3728805
5093,-3.25,-2.5602024
5094,-3.8,-2.9628532
5095,-6.0,-4.000964
5096,-7.15,-4.4293985
5097,-1.0499999999999998,-4.4841595
5098,1.95,2.312676
5099,0.049999999999999815,-1.0578973
5100,-3.5,-3.5276
5101,-3.85,-3.4785264
5102,0.3499999999999999,-0.94762754
5103,4.15,1.9776405
5104,6.699999999999998,5.7306943
5105,5.800000000000002,5.855773
5106,8.3,6.620816
5107,9.15,7.766776
5108,2.0,2.8519158
5109,-1.85,0.954438
5110,-3.55,-2.9232857
5111,-4.4,-2.1176326
5112,-8.5,-2.9481752
5113,-1.9,-4.9499416
5114,2.2,1.2134513
5115,-4.1,-2.2762306
5116,-6.05,-3.478379
5117,0.3499999999999999,-2.187019
5118,-4.65,0.6797974
5119,-0.20000000000000015,-6.049036
5120,7.8,7.086526
5121,4.45,3.7149303
5122,6.4,6.7631865
5123,13.05,10.43917
5124,6.65,8.72349
5125,-3.85,1.1206172
5126,1.15,-1.6097262
5127,10.0,5.5149326
5128,2.3,5.161009
5129,-1.6,-1.4907119
5130,2.0,1.169536
5131,3.9,3.0957448
5132,8.3,5.090621
5133,7.25,5.917058
5134,11.1,6.0055537
5135,1.4499999999999995,8.2269
5136,-2.15,-0.5559232
5137,0.3499999999999999,2.2950068
5138,-1.0499999999999998,3.578669
5139,0.6000000000000001,0.6087512
5140,9.75,6.6537457
5141,10.55,9.455054
5142,6.65,7.9927483
5143,7.75,9.115513
5144,9.75,10.284055
5145,8.899999999999997,11.509529
5146,13.6,10.844881
5147,6.3500000000000005,12.777015
5148,8.3,5.249568
5149,9.15,11.175317
5150,8.899999999999997,8.880401
5151,12.8,11.116605
5152,11.65,13.514598
5153,10.0,11.917905
5154,18.6,12.899245
5155,16.4,17.700533
5156,18.6,15.04069
5157,19.45,17.8253
5158,8.9,14.527755
5159,4.45,6.9062376
5160,5.550000000000002,7.0421762
5161,5.55,8.674573
5162,12.5,9.543638
5163,11.4,12.561967
5164,12.2,9.900737
5165,16.15,13.553799
5166,11.4,14.890053
5167,11.15,10.161974
5168,11.95,13.263383
5169,13.6,12.2906685
5170,11.65,14.512131
5171,13.3,12.514367
5172,8.6,14.823339
5173,8.05,10.811854
5174,18.1,12.511964
5175,17.200000000000006,18.670319
5176,16.95,14.326222
5177,15.25,16.020617
5178,15.55,13.531549
5179,16.4,15.339428
5180,15.3,16.58656
5181,13.35,14.470441
5182,15.0,13.243564
5183,21.1,15.453988
5184,21.7,20.694872
5185,23.6,19.425821
5186,17.25,21.807234
5187,16.4,15.810199
5188,18.05,15.743468
5189,17.2,16.28513
5190,16.4,16.22949
5191,15.0,15.378554
5192,15.8,14.523019
5193,18.65,16.13546
5194,20.25,19.041578
5195,17.2,17.435347
5196,17.5,16.172543
5197,17.5,16.899908
5198,19.75,17.461128
5199,24.45,19.987307
5200,23.9,24.615496
5201,15.0,21.744202
5202,14.75,14.810609
5203,18.35,16.067932
5204,18.35,19.095835
5205,18.9,18.743929
5206,20.85,19.258715
5207,24.450000000000006,20.58623
5208,22.5,24.185051
5209,20.25,20.515055
5210,20.25,19.975962
5211,21.7,20.272429
5212,24.45,21.75573
5213,20.0,24.424948
5214,21.65,19.35998
5215,18.6,21.40146
5216,19.2,18.977106
5217,22.200000000000006,20.639994
5218,19.45,22.069654
5219,20.85,19.903088
5220,22.2,21.856665
5221,26.7,21.979918
5222,28.05,25.262823
5223,22.5,26.622364
5224,21.950000000000006,20.491114
5225,21.15,21.449549
5226,21.950000000000006,21.19747
5227,22.75,23.20982
5228,23.6,23.115332
5229,25.25,23.87953
5230,25.25,25.377863
5231,23.85,24.743738
5232,24.75,23.58477
5233,24.15,24.679094
5234,24.75,23.646856
5235,26.95,24.779915
5236,27.5,26.600151
5237,25.6,26.99407
5238,20.8,24.981451
5239,22.2,20.474627
5240,23.9,23.272165
5241,27.200000000000006,24.507097
5242,27.25,26.785582
5243,26.4,26.671236
5244,25.25,26.258131
5245,25.85,24.899069
5246,25.55,26.083197
5247,25.25,25.501528
5248,25.55,25.658787
5249,26.1,26.002645
5250,23.6,26.589361
5251,23.3,23.520264
5252,22.5,24.200254
5253,22.2,23.297663
5254,22.8,23.413465
5255,24.4,23.671824
5256,25.85,24.622667
5257,26.65,25.94713
5258,23.9,26.697836
5259,23.35,23.530973
5260,23.9,23.534594
5261,25.55,24.016317
5262,23.9,24.983644
5263,21.1,22.998663
5264,21.95,20.677473
5265,23.9,22.344893
5266,25.3,23.611544
5267,20.25,24.55258
5268,21.65,18.90013
5269,25.0,22.106956
5270,26.950000000000006,24.399017
5271,24.700000000000006,26.048077
5272,23.6,23.06904
5273,23.3,22.786045
5274,24.75,22.580952
5275,25.55,23.891676
5276,26.15,24.098738
5277,23.6,24.65772
5278,23.9,21.941782
5279,21.1,23.27321
5280,19.450000000000006,19.702108
5281,21.4,19.806421
5282,23.35,21.688156
5283,22.2,22.794006
5284,22.75,21.650005
5285,25.0,22.479757
5286,23.3,23.767672
5287,22.200000000000006,21.981432
5288,22.2,21.99574
5289,22.25,21.715364
5290,24.450000000000006,22.153362
5291,26.4,23.642534
5292,26.65,24.722178
5293,23.35,25.101912
5294,21.4,21.331944
5295,22.5,20.861916
5296,27.5,22.393456
5297,27.5,25.16687
5298,29.15,25.450266
5299,26.1,26.956917
5300,25.6,23.89261
5301,26.4,24.35528
5302,26.1,25.183329
5303,22.75,25.207813
5304,21.1,20.919767
5305,20.0,20.4848
5306,21.95,19.687487
5307,24.450000000000006,22.576221
5308,21.15,23.701029
5309,17.5,19.70279
5310,16.7,17.07936
5311,17.25,16.589664
5312,17.75,17.858389
5313,17.8,18.178242
5314,19.15,17.997976
5315,15.55,19.744678
5316,18.9,15.639302
5317,21.65,19.30658
5318,17.25,20.040136
5319,16.4,16.285595
5320,18.05,16.279217
5321,15.85,18.05285
5322,19.7,15.572352
5323,21.95,19.172031
5324,23.35,19.945631
5325,22.75,21.382456
5326,19.2,20.267488
5327,17.200000000000006,16.576483
5328,18.6,15.834399
5329,17.5,18.101946
5330,15.85,16.144436
5331,11.95,15.178945
5332,15.3,12.172351
5333,19.45,15.997565
5334,19.75,19.064247
5335,16.4,17.27657
5336,14.45,14.221906
5337,12.8,13.228143
5338,13.05,12.643484
5339,14.7,13.885774
5340,20.8,15.334287
5341,22.8,19.509035
5342,18.9,19.74378
5343,18.35,15.441499
5344,17.200000000000006,15.977489
5345,10.0,14.505851
5346,10.6,9.416346
5347,16.1,11.431526
5348,12.2,15.176309
5349,10.85,10.772139
5350,13.9,11.378865
5351,14.7,13.579174
5352,14.45,13.858354
5353,13.05,13.083852
5354,16.95,10.785954
5355,16.4,14.664339
5356,11.65,12.867033
5357,10.0,9.208126
5358,6.95,9.117238
5359,6.95,6.316191
5360,10.0,8.991616
5361,15.85,10.274883
5362,15.55,13.353838
5363,11.4,12.301277
5364,8.05,8.751678
5365,5.550000000000002,7.419526
5366,10.85,6.127638
5367,11.4,11.507737
5368,13.6,9.78716
5369,13.3,13.209703
5370,5.550000000000002,10.724335
5371,3.65,4.3851643
5372,3.1,4.2036343
5373,4.45,4.3194714
5374,7.75,5.761283
5375,1.4500000000000002,7.954998
5376,-1.65,1.0324366
5377,3.35,2.3755794
5378,0.3499999999999999,3.991564
5379,2.3,-2.2313926
5380,10.0,10.168813
5381,16.15,13.339576
5382,15.3,14.448568
5383,5.85,7.5196276
5384,2.2,1.8028892
5385,0.5999999999999999,1.5960804
5386,2.25,2.209694
5387,10.0,6.4336576
5388,11.95,9.805632
5389,3.9,5.203557
5390,6.4,1.8151903
5391,5.0,3.946652
5392,3.9,5.150942
5393,6.95,5.3809824
5394,2.3,6.906269
5395,-0.75,0.6390009
5396,3.9,1.6764185
5397,2.2,4.431633
5398,1.4,1.7004147
5399,1.65,2.4087353
5400,3.9,4.060449
5401,5.55,5.346245
5402,5.85,5.7283773
5403,6.35,6.1388803
5404,8.899999999999997,6.6013536
5405,4.199999999999998,7.458579
5406,1.4,1.6982539
5407,-0.2,2.3299513
5408,0.8500000000000001,0.63723207
5409,4.2,2.673839
5410,6.949999999999998,6.480056
5411,10.55,5.495431
5412,11.7,7.7161255
5413,7.2,6.3027916
5414,9.75,5.4906263
5415,9.15,8.757104
5416,3.9,5.499366
5417,-0.5,3.9667523
5418,-1.35,-0.7933545
5419,0.5999999999999999,0.19264841
5420,3.65,2.0098562
5421,3.1,4.6681967
5422,9.15,4.7661643
5423,1.7000000000000002,6.698222
5424,-6.3,-2.0650651
5425,-8.8,-3.8144033
5426,-9.6,-6.82699
5427,-3.25,-6.237193
5428,-6.8500000000000005,0.48512387
5429,-2.45,-7.3431597
5430,2.8,2.2573714
5431,-3.0,-4.5216265
5432,-4.4,-3.2945225
5433,-1.0499999999999998,-2.9449584
5434,-0.25,-0.261086
5435,-4.1,-0.4671476
5436,2.55,-0.76492023
5437,3.9,2.148989
5438,2.2,5.128098
5439,-0.7999999999999998,1.2081962
5440,1.95,0.7358787
5441,0.8999999999999999,1.4282458
5442,2.25,0.6356647
5443,2.55,1.9691321
5444,-3.0,2.0929143
5445,-3.8,-3.8145092
5446,-3.850000000000001,-1.173991
5447,-2.45,-2.957782
5448,-1.9,-0.35177827
5449,-6.85,-5.266823
5450,-2.2,-6.3225336
5451,-4.4,-1.829459
5452,-6.85,-7.3955784
5453,0.8999999999999999,-3.2438276
5454,-2.1500000000000004,-0.11485696
5455,-6.85,-7.2449226
5456,0.3000000000000003,-2.9345376
5457,0.5999999999999999,-0.0220263
5458,-2.7,-1.755861
5459,0.6000000000000001,-0.35661006
5460,-2.2,-0.026250124
5461,-2.2,-1.4648237
5462,-9.6,-2.501734
5463,-4.4,-6.8978987
5464,-9.65,-5.131418
5465,-11.0,-7.8036814
5466,-6.300000000000002,-7.2230635
5467,-3.25,-4.0334854
5468,-7.949999999999998,-5.4197197
5469,-11.85,-8.163073
5470,-5.25,-6.8565245
5471,3.05,-1.2452874
5472,-4.949999999999998,-0.62879276
5473,-9.9,-7.4529696
5474,-1.9,-6.2019815
5475,-3.0,-1.7043946
5476,-4.35,-4.0337343
5477,-6.05,-1.8056428
5478,-2.4,-2.5126321
5479,0.5999999999999999,-0.92089486
5480,-1.35,0.3433373
5481,4.45,0.31486344
5482,-1.3499999999999996,1.7920108
5483,-6.85,-3.7666624
5484,-2.2,-2.8316944
5485,6.1,1.4080476
5486,8.3,5.5760393
5487,7.8,5.123948
5488,10.85,7.8177385
5489,5.25,7.163249
5490,2.8,1.3021963
5491,7.5,6.3509007
5492,4.45,4.5500937
5493,6.4,3.802112
5494,7.5,5.490821
5495,1.15,3.416819
5496,2.25,1.3163525
5497,0.8499999999999999,1.7013116
5498,3.3500000000000005,-0.15041208
5499,2.0,3.3810287
5500,-0.8000000000000003,-1.3931391
5501,2.0,1.1218624
5502,5.25,4.6590242
5503,11.15,6.7466116
5504,5.85,8.558059
5505,0.6000000000000001,0.9145689
5506,2.0,3.9338164
5507,7.199999999999998,6.201848
5508,5.0,8.559832
5509,5.3,8.439072
5510,12.2,9.473672
5511,16.4,12.240445
5512,10.6,13.283979
5513,10.85,7.295389
5514,11.4,11.473527
5515,11.15,10.100953
5516,5.0,10.622251
5517,4.449999999999998,5.141424
5518,8.6,6.3880944
5519,10.3,10.0407095
5520,12.5,12.053826
5521,15.0,14.17261
5522,15.55,15.050229
5523,16.4,15.378371
5524,14.45,15.690079
5525,17.25,14.102298
5526,20.85,15.617317
5527,13.35,16.835321
5528,10.85,11.617983
5529,14.7,12.250133
5530,14.75,13.530254
5531,8.05,14.028642
5532,7.5,8.617254
5533,10.0,10.197744
5534,12.8,11.165799
5535,13.05,13.938556
5536,15.85,14.174766
5537,17.8,15.446597
5538,14.15,16.851767
5539,13.3,13.443696
5540,16.1,13.759923
5541,18.65,15.433682
5542,21.65,17.331694
5543,24.15,20.37715
5544,18.9,22.372799
5545,20.0,16.443169
5546,20.55,16.59869
5547,17.5,17.016926
5548,22.200000000000006,16.494858
5549,25.0,18.915077
5550,23.9,22.49264
5551,16.4,21.955265
5552,16.4,15.813445
5553,18.35,16.470789
5554,18.9,17.077124
5555,23.05,17.781374
5556,19.75,20.668243
5557,20.85,17.073256
5558,15.8,18.230316
5559,13.9,15.402321
